origin,init,destination,final,price
8,25,7,26,0.8
8,25,9,26,1.1
9,25,0,27,1.6
9,25,1,26,0.8
9,25,2,26,0.5
9,25,3,26,2.4
9,25,4,26,0.8
9,25,5,26,0.5
9,25,6,26,0.7
9,25,7,26,0.9
9,25,8,26,1.2
0,26,1,27,0.9
0,26,2,27,1.1
0,26,3,29,3.6
0,26,4,27,0.9
0,26,5,28,1.5
0,26,6,27,1.3
0,26,7,27,0.7
0,26,8,27,0.7
0,26,9,28,1.7
1,26,0,27,1.0
1,26,2,27,0.4
1,26,3,28,2.7
1,26,4,27,0.8
1,26,5,27,0.5
1,26,6,28,1.1
1,26,7,27,0.5
1,26,8,27,1.4
1,26,9,27,0.9
2,26,0,27,1.2
2,26,1,27,0.5
2,26,3,28,2.3
2,26,4,27,0.4
2,26,5,27,0.5
2,26,6,27,0.7
2,26,7,27,0.6
2,26,8,27,1.0
2,26,9,27,0.6
3,26,0,29,3.8
3,26,1,28,2.8
3,26,2,28,2.5
3,26,4,28,2.8
3,26,5,27,2.1
3,26,6,28,3.8
3,26,7,28,2.9
3,26,8,28,5.5
3,26,9,27,2.3
4,26,0,27,0.8
4,26,1,27,0.9
4,26,2,27,0.6
4,26,3,28,2.8
4,26,5,27,0.9
4,26,6,27,0.5
4,26,7,27,0.4
4,26,8,27,0.7
4,26,9,27,0.8
5,26,0,28,1.5
5,26,1,27,0.6
5,26,2,27,0.5
5,26,3,27,1.9
5,26,4,27,0.9
5,26,6,27,1.0
5,26,7,27,1.0
5,26,8,28,1.4
5,26,9,27,0.6
6,26,0,27,1.2
6,26,1,27,1.0
6,26,2,27,0.7
6,26,3,27,3.5
6,26,4,27,0.4
6,26,5,27,1.1
6,26,7,27,0.7
6,26,8,27,0.7
6,26,9,27,0.6
7,26,0,27,0.7
7,26,1,27,0.5
7,26,2,27,0.4
7,26,3,28,2.9
7,26,4,27,0.4
7,26,5,27,1.0
7,26,6,27,0.7
7,26,8,27,0.8
7,26,9,27,1.0
8,26,0,27,0.8
8,26,1,27,1.4
8,26,2,27,1.0
8,26,3,28,5.3
8,26,4,27,0.6
8,26,5,28,1.4
8,26,6,27,0.7
8,26,7,27,0.8
8,26,9,27,1.1
9,26,0,28,1.6
9,26,1,27,0.8
9,26,2,27,0.5
9,26,3,27,2.4
9,26,4,27,0.8
9,26,5,27,0.5
9,26,6,27,0.7
9,26,7,27,0.9
9,26,8,27,1.2
0,27,1,28,0.9
0,27,2,28,1.1
0,27,3,30,3.6
0,27,4,28,0.9
0,27,5,29,1.5
0,27,6,28,1.3
0,27,7,28,0.7
0,27,8,28,0.7
0,27,9,29,1.7
1,27,0,28,1.0
1,27,2,28,0.4
1,27,3,29,2.7
1,27,4,28,0.8
1,27,5,28,0.5
1,27,6,29,1.1
1,27,7,28,0.5
1,27,8,28,1.4
1,27,9,28,0.9
2,27,0,28,1.2
2,27,1,28,0.5
2,27,3,29,2.3
2,27,4,28,0.4
2,27,5,28,0.5
2,27,6,28,0.7
2,27,7,28,0.6
2,27,8,28,1.0
2,27,9,28,0.6
3,27,0,30,3.8
3,27,1,29,2.8
3,27,2,29,2.5
3,27,4,29,2.8
3,27,5,28,2.1
3,27,6,29,3.8
3,27,7,29,2.9
3,27,8,29,5.5
3,27,9,28,2.3
4,27,0,28,0.8
4,27,1,28,0.9
4,27,2,28,0.6
4,27,3,29,2.8
4,27,5,28,0.9
4,27,6,28,0.5
4,27,7,28,0.4
4,27,8,28,0.7
4,27,9,28,0.8
5,27,0,29,1.5
5,27,1,28,0.6
5,27,2,28,0.5
5,27,3,28,1.9
5,27,4,28,0.9
5,27,6,28,1.0
5,27,7,28,1.0
5,27,8,29,1.4
5,27,9,28,0.6
6,27,0,28,1.2
6,27,1,28,1.0
6,27,2,28,0.7
6,27,3,28,3.5
6,27,4,28,0.4
6,27,5,28,1.1
6,27,7,28,0.7
6,27,8,28,0.7
6,27,9,28,0.6
7,27,0,28,0.7
7,27,1,28,0.5
7,27,2,28,0.4
7,27,3,29,2.9
7,27,4,28,0.4
7,27,5,28,1.0
7,27,6,28,0.7
7,27,8,28,0.8
7,27,9,28,1.0
8,27,0,28,0.8
8,27,1,28,1.4
8,27,2,28,1.0
8,27,3,29,5.3
8,27,4,28,0.6
8,27,5,29,1.4
8,27,6,28,0.7
8,27,7,28,0.8
8,27,9,28,1.1
9,27,0,29,1.6
9,27,1,28,0.8
9,27,2,28,0.5
9,27,3,28,2.4
9,27,4,28,0.8
9,27,5,28,0.5
9,27,6,28,0.7
9,27,7,28,0.9
9,27,8,28,1.2
0,28,1,29,0.9
0,28,2,29,1.1
0,28,3,31,3.6
0,28,4,29,0.9
0,28,5,30,1.5
0,28,6,29,1.3
0,28,7,29,0.7
0,28,8,29,0.7
0,28,9,30,1.7
1,28,0,29,1.0
1,28,2,29,0.4
1,28,3,30,2.7
1,28,4,29,0.8
1,28,5,29,0.5
1,28,6,30,1.1
1,28,7,29,0.5
1,28,8,29,1.4
1,28,9,29,0.9
2,28,0,29,1.2
2,28,1,29,0.5
2,28,3,30,2.3
2,28,4,29,0.4
2,28,5,29,0.5
2,28,6,29,0.7
2,28,7,29,0.6
2,28,8,29,1.0
2,28,9,29,0.6
3,28,0,31,3.8
3,28,1,30,2.8
3,28,2,30,2.5
3,28,4,30,2.8
3,28,5,29,2.1
3,28,6,30,3.8
3,28,7,30,2.9
3,28,8,30,5.5
3,28,9,29,2.3
4,28,0,29,0.8
4,28,1,29,0.9
4,28,2,29,0.6
4,28,3,30,2.8
4,28,5,29,0.9
4,28,6,29,0.5
4,28,7,29,0.4
4,28,8,29,0.7
4,28,9,29,0.8
5,28,0,30,1.5
5,28,1,29,0.6
5,28,2,29,0.5
5,28,3,29,1.9
5,28,4,29,0.9
5,28,6,29,1.0
5,28,7,29,1.0
5,28,8,30,1.4
5,28,9,29,0.6
6,28,0,29,1.2
6,28,1,29,1.0
6,28,2,29,0.7
6,28,3,29,3.5
6,28,4,29,0.4
6,28,5,29,1.1
6,28,7,29,0.7
6,28,8,29,0.7
6,28,9,29,0.6
7,28,0,29,0.7
7,28,1,29,0.5
7,28,2,29,0.4
7,28,3,30,2.9
7,28,4,29,0.4
7,28,5,29,1.0
7,28,6,29,0.7
7,28,8,29,0.8
7,28,9,29,1.0
8,28,0,29,0.8
8,28,1,29,1.4
8,28,2,29,1.0
8,28,3,30,5.3
8,28,4,29,0.6
8,28,5,30,1.4
8,28,6,29,0.7
8,28,7,29,0.8
8,28,9,29,1.1
9,28,0,30,1.6
9,28,1,29,0.8
9,28,2,29,0.5
9,28,3,29,2.4
9,28,4,29,0.8
9,28,5,29,0.5
9,28,6,29,0.7
9,28,7,29,0.9
9,28,8,29,1.2
0,29,1,30,0.9
0,29,2,30,1.1
0,29,3,32,3.6
0,29,4,30,0.9
0,29,5,31,1.5
0,29,6,30,1.3
0,29,7,30,0.7
0,29,8,30,0.7
0,29,9,31,1.7
1,29,0,30,1.0
1,29,2,30,0.4
1,29,3,31,2.7
1,29,4,30,0.8
1,29,5,30,0.5
1,29,6,31,1.1
1,29,7,30,0.5
1,29,8,30,1.4
1,29,9,30,0.9
2,29,0,30,1.2
2,29,1,30,0.5
2,29,3,31,2.3
2,29,4,30,0.4
2,29,5,30,0.5
2,29,6,30,0.7
2,29,7,30,0.6
2,29,8,30,1.0
2,29,9,30,0.6
3,29,0,32,3.8
3,29,1,31,2.8
3,29,2,31,2.5
3,29,4,31,2.8
3,29,5,30,2.1
3,29,6,31,3.8
3,29,7,31,2.9
3,29,8,31,5.5
3,29,9,30,2.3
4,29,0,30,0.8
4,29,1,30,0.9
4,29,2,30,0.6
4,29,3,31,2.8
4,29,5,30,0.9
4,29,6,30,0.5
4,29,7,30,0.4
4,29,8,30,0.7
4,29,9,30,0.8
5,29,0,31,1.5
5,29,1,30,0.6
5,29,2,30,0.5
5,29,3,30,1.9
5,29,4,30,0.9
5,29,6,30,1.0
5,29,7,30,1.0
5,29,8,31,1.4
5,29,9,30,0.6
6,29,0,30,1.2
6,29,1,30,1.0
6,29,2,30,0.7
6,29,3,30,3.5
6,29,4,30,0.4
6,29,5,30,1.1
6,29,7,30,0.7
6,29,8,30,0.7
6,29,9,30,0.6
7,29,0,30,0.7
7,29,1,30,0.5
7,29,2,30,0.4
7,29,3,31,2.9
7,29,4,30,0.4
7,29,5,30,1.0
7,29,6,30,0.7
7,29,8,30,0.8
7,29,9,30,1.0
8,29,0,30,0.8
8,29,1,30,1.4
8,29,2,30,1.0
8,29,3,31,5.3
8,29,4,30,0.6
8,29,5,31,1.4
8,29,6,30,0.7
8,29,7,30,0.8
8,29,9,30,1.1
9,29,0,31,1.6
9,29,1,30,0.8
9,29,2,30,0.5
9,29,3,30,2.4
9,29,4,30,0.8
9,29,5,30,0.5
9,29,6,30,0.7
9,29,7,30,0.9
9,29,8,30,1.2
0,30,1,31,0.9
0,30,2,31,1.1
0,30,3,33,3.6
0,30,4,31,0.9
0,30,5,32,1.5
0,30,6,31,1.3
0,30,7,31,0.7
0,30,8,31,0.7
0,30,9,32,1.7
1,30,0,31,1.0
1,30,2,31,0.4
1,30,3,32,2.7
1,30,4,31,0.8
1,30,5,31,0.5
1,30,6,32,1.1
1,30,7,31,0.5
1,30,8,31,1.4
1,30,9,31,0.9
2,30,0,31,1.2
2,30,1,31,0.5
2,30,3,32,2.3
2,30,4,31,0.4
2,30,5,31,0.5
2,30,6,31,0.7
2,30,7,31,0.6
2,30,8,31,1.0
2,30,9,31,0.6
3,30,0,33,3.8
3,30,1,32,2.8
3,30,2,32,2.5
3,30,4,32,2.8
3,30,5,31,2.1
3,30,6,32,3.8
3,30,7,32,2.9
3,30,8,32,5.5
3,30,9,31,2.3
4,30,0,31,0.8
4,30,1,31,0.9
4,30,2,31,0.6
4,30,3,32,2.8
4,30,5,31,0.9
4,30,6,31,0.5
4,30,7,31,0.4
4,30,8,31,0.7
4,30,9,31,0.8
5,30,0,32,1.5
5,30,1,31,0.6
5,30,2,31,0.5
5,30,3,31,1.9
5,30,4,31,0.9
5,30,6,31,1.0
5,30,7,31,1.0
5,30,8,32,1.4
5,30,9,31,0.6
6,30,0,31,1.2
6,30,1,31,1.0
6,30,2,31,0.7
6,30,3,31,3.5
6,30,4,31,0.4
6,30,5,31,1.1
6,30,7,31,0.7
6,30,8,31,0.7
6,30,9,31,0.6
7,30,0,31,0.7
7,30,1,31,0.5
7,30,2,31,0.4
7,30,3,32,2.9
7,30,4,31,0.4
7,30,5,31,1.0
7,30,6,31,0.7
7,30,8,31,0.8
7,30,9,31,1.0
8,30,0,31,0.8
8,30,1,31,1.4
8,30,2,31,1.0
8,30,3,32,5.3
8,30,4,31,0.6
8,30,5,32,1.4
8,30,6,31,0.7
8,30,7,31,0.8
8,30,9,31,1.1
9,30,0,32,1.6
9,30,1,31,0.8
9,30,2,31,0.5
9,30,3,31,2.4
9,30,4,31,0.8
9,30,5,31,0.5
9,30,6,31,0.7
9,30,7,31,0.9
9,30,8,31,1.2
0,31,1,32,0.9
0,31,2,32,1.1
0,31,3,34,3.6
0,31,4,32,0.9
0,31,5,33,1.5
0,31,6,32,1.3
0,31,7,32,0.7
0,31,8,32,0.7
0,31,9,33,1.7
1,31,0,32,1.0
1,31,2,32,0.4
1,31,3,33,2.7
1,31,4,32,0.8
1,31,5,32,0.5
1,31,6,33,1.1
1,31,7,32,0.5
1,31,8,32,1.4
1,31,9,32,0.9
2,31,0,32,1.2
2,31,1,32,0.5
2,31,3,33,2.3
2,31,4,32,0.4
2,31,5,32,0.5
2,31,6,32,0.7
2,31,7,32,0.6
2,31,8,32,1.0
2,31,9,32,0.6
3,31,0,34,3.8
3,31,1,33,2.8
3,31,2,33,2.5
3,31,4,33,2.8
3,31,5,32,2.1
3,31,6,33,3.8
3,31,7,33,2.9
3,31,8,33,5.5
3,31,9,32,2.3
4,31,0,32,0.8
4,31,1,32,0.9
4,31,2,32,0.6
4,31,3,33,2.8
4,31,5,32,0.9
4,31,6,32,0.5
4,31,7,32,0.4
4,31,8,32,0.7
4,31,9,32,0.8
5,31,0,33,1.5
5,31,1,32,0.6
5,31,2,32,0.5
5,31,3,32,1.9
5,31,4,32,0.9
5,31,6,32,1.0
5,31,7,32,1.0
5,31,8,33,1.4
5,31,9,32,0.6
6,31,0,32,1.2
6,31,1,32,1.0
6,31,2,32,0.7
6,31,3,32,3.5
6,31,4,32,0.4
6,31,5,32,1.1
6,31,7,32,0.7
6,31,8,32,0.7
6,31,9,32,0.6
7,31,0,32,0.7
7,31,1,32,0.5
7,31,2,32,0.4
7,31,3,33,2.9
7,31,4,32,0.4
7,31,5,32,1.0
7,31,6,32,0.7
7,31,8,32,0.8
7,31,9,32,1.0
8,31,0,32,0.8
8,31,1,32,1.4
8,31,2,32,1.0
8,31,3,33,5.3
8,31,4,32,0.6
8,31,5,33,1.4
8,31,6,32,0.7
8,31,7,32,0.8
8,31,9,32,1.1
9,31,0,33,1.6
9,31,1,32,0.8
9,31,2,32,0.5
9,31,3,32,2.4
9,31,4,32,0.8
9,31,5,32,0.5
9,31,6,32,0.7
9,31,7,32,0.9
9,31,8,32,1.2
0,32,1,33,0.9
0,32,2,33,1.1
0,32,3,35,3.6
0,32,4,33,0.9
0,32,5,34,1.5
0,32,6,33,1.3
0,32,7,33,0.7
0,32,8,33,0.7
0,32,9,34,1.7
1,32,0,33,1.0
1,32,2,33,0.4
1,32,3,34,2.7
1,32,4,33,0.8
1,32,5,33,0.5
1,32,6,34,1.1
1,32,7,33,0.5
1,32,8,33,1.4
1,32,9,33,0.9
2,32,0,33,1.2
2,32,1,33,0.5
2,32,3,34,2.3
2,32,4,33,0.4
2,32,5,33,0.5
2,32,6,33,0.7
2,32,7,33,0.6
2,32,8,33,1.0
2,32,9,33,0.6
3,32,0,35,3.8
3,32,1,34,2.8
3,32,2,34,2.5
3,32,4,34,2.8
3,32,5,33,2.1
3,32,6,34,3.8
3,32,7,34,2.9
3,32,8,34,5.5
3,32,9,33,2.3
4,32,0,33,0.8
4,32,1,33,0.9
4,32,2,33,0.6
4,32,3,34,2.8
4,32,5,33,0.9
4,32,6,33,0.5
4,32,7,33,0.4
4,32,8,33,0.7
4,32,9,33,0.8
5,32,0,34,1.5
5,32,1,33,0.6
5,32,2,33,0.5
5,32,3,33,1.9
5,32,4,33,0.9
5,32,6,33,1.0
5,32,7,33,1.0
5,32,8,34,1.4
5,32,9,33,0.6
6,32,0,33,1.2
6,32,1,33,1.0
6,32,2,33,0.7
6,32,3,33,3.5
6,32,4,33,0.4
6,32,5,33,1.1
6,32,7,33,0.7
6,32,8,33,0.7
6,32,9,33,0.6
7,32,0,33,0.7
7,32,1,33,0.5
7,32,2,33,0.4
7,32,3,34,2.9
7,32,4,33,0.4
7,32,5,33,1.0
7,32,6,33,0.7
7,32,8,33,0.8
7,32,9,33,1.0
8,32,0,33,0.8
8,32,1,33,1.4
8,32,2,33,1.0
8,32,3,34,5.3
8,32,4,33,0.6
8,32,5,34,1.4
8,32,6,33,0.7
8,32,7,33,0.8
8,32,9,33,1.1
9,32,0,34,1.6
9,32,1,33,0.8
9,32,2,33,0.5
9,32,3,33,2.4
9,32,4,33,0.8
9,32,5,33,0.5
9,32,6,33,0.7
9,32,7,33,0.9
9,32,8,33,1.2
0,33,1,34,0.9
0,33,2,34,1.1
0,33,3,36,3.6
0,33,4,34,0.9
0,33,5,35,1.5
0,33,6,34,1.3
0,33,7,34,0.7
0,33,8,34,0.7
0,33,9,35,1.7
1,33,0,34,1.0
1,33,2,34,0.4
1,33,3,35,2.7
1,33,4,34,0.8
1,33,5,34,0.5
1,33,6,35,1.1
1,33,7,34,0.5
1,33,8,34,1.4
1,33,9,34,0.9
2,33,0,34,1.2
2,33,1,34,0.5
2,33,3,35,2.3
2,33,4,34,0.4
2,33,5,34,0.5
2,33,6,34,0.7
2,33,7,34,0.6
2,33,8,34,1.0
2,33,9,34,0.6
3,33,0,36,3.8
3,33,1,35,2.8
3,33,2,35,2.5
3,33,4,35,2.8
3,33,5,34,2.1
3,33,6,35,3.8
3,33,7,35,2.9
3,33,8,35,5.5
3,33,9,34,2.3
4,33,0,34,0.8
4,33,1,34,0.9
4,33,2,34,0.6
4,33,3,35,2.8
4,33,5,34,0.9
4,33,6,34,0.5
4,33,7,34,0.4
4,33,8,34,0.7
4,33,9,34,0.8
5,33,0,35,1.5
5,33,1,34,0.6
5,33,2,34,0.5
5,33,3,34,1.9
5,33,4,34,0.9
5,33,6,34,1.0
5,33,7,34,1.0
5,33,8,35,1.4
5,33,9,34,0.6
6,33,0,34,1.2
6,33,1,34,1.0
6,33,2,34,0.7
6,33,3,34,3.5
6,33,4,34,0.4
6,33,5,34,1.1
6,33,7,34,0.7
6,33,8,34,0.7
6,33,9,34,0.6
7,33,0,34,0.7
7,33,1,34,0.5
7,33,2,34,0.4
7,33,3,35,2.9
7,33,4,34,0.4
7,33,5,34,1.0
7,33,6,34,0.7
7,33,8,34,0.8
7,33,9,34,1.0
8,33,0,34,0.8
8,33,1,34,1.4
8,33,2,34,1.0
8,33,3,35,5.3
8,33,4,34,0.6
8,33,5,35,1.4
8,33,6,34,0.7
8,33,7,34,0.8
8,33,9,34,1.1
9,33,0,35,1.6
9,33,1,34,0.8
9,33,2,34,0.5
9,33,3,34,2.4
9,33,4,34,0.8
9,33,5,34,0.5
9,33,6,34,0.7
9,33,7,34,0.9
9,33,8,34,1.2
0,34,1,35,0.9
0,34,2,35,1.1
0,34,3,37,3.6
0,34,4,35,0.9
0,34,5,36,1.5
0,34,6,35,1.3
0,34,7,35,0.7
0,34,8,35,0.7
0,34,9,36,1.7
1,34,0,35,1.0
1,34,2,35,0.4
1,34,3,36,2.7
1,34,4,35,0.8
1,34,5,35,0.5
1,34,6,36,1.1
1,34,7,35,0.5
1,34,8,35,1.4
1,34,9,35,0.9
2,34,0,35,1.2
2,34,1,35,0.5
2,34,3,36,2.3
2,34,4,35,0.4
2,34,5,35,0.5
2,34,6,35,0.7
2,34,7,35,0.6
2,34,8,35,1.0
2,34,9,35,0.6
3,34,0,37,3.8
3,34,1,36,2.8
3,34,2,36,2.5
3,34,4,36,2.8
3,34,5,35,2.1
3,34,6,36,3.8
3,34,7,36,2.9
3,34,8,36,5.5
3,34,9,35,2.3
4,34,0,35,0.8
4,34,1,35,0.9
4,34,2,35,0.6
4,34,3,36,2.8
4,34,5,35,0.9
4,34,6,35,0.5
4,34,7,35,0.4
4,34,8,35,0.7
4,34,9,35,0.8
5,34,0,36,1.5
5,34,1,35,0.6
5,34,2,35,0.5
5,34,3,35,1.9
5,34,4,35,0.9
5,34,6,35,1.0
5,34,7,35,1.0
5,34,8,36,1.4
5,34,9,35,0.6
6,34,0,35,1.2
6,34,1,35,1.0
6,34,2,35,0.7
6,34,3,35,3.5
6,34,4,35,0.4
6,34,5,35,1.1
6,34,7,35,0.7
6,34,8,35,0.7
6,34,9,35,0.6
7,34,0,35,0.7
7,34,1,35,0.5
7,34,2,35,0.4
7,34,3,36,2.9
7,34,4,35,0.4
7,34,5,35,1.0
7,34,6,35,0.7
7,34,8,35,0.8
7,34,9,35,1.0
8,34,0,35,0.8
8,34,1,35,1.4
8,34,2,35,1.0
8,34,3,36,5.3
8,34,4,35,0.6
8,34,5,36,1.4
8,34,6,35,0.7
8,34,7,35,0.8
8,34,9,35,1.1
9,34,0,36,1.6
9,34,1,35,0.8
9,34,2,35,0.5
9,34,3,35,2.4
9,34,4,35,0.8
9,34,5,35,0.5
9,34,6,35,0.7
9,34,7,35,0.9
9,34,8,35,1.2
0,35,1,36,0.9
0,35,2,36,1.1
0,35,3,38,3.6
0,35,4,36,0.9
0,35,5,37,1.5
0,35,6,36,1.3
0,35,7,36,0.7
0,35,8,36,0.7
0,35,9,37,1.7
1,35,0,36,1.0
1,35,2,36,0.4
1,35,3,37,2.7
1,35,4,36,0.8
1,35,5,36,0.5
1,35,6,37,1.1
1,35,7,36,0.5
1,35,8,36,1.4
1,35,9,36,0.9
2,35,0,36,1.2
2,35,1,36,0.5
2,35,3,37,2.3
2,35,4,36,0.4
2,35,5,36,0.5
2,35,6,36,0.7
2,35,7,36,0.6
2,35,8,36,1.0
2,35,9,36,0.6
3,35,0,38,3.8
3,35,1,37,2.8
3,35,2,37,2.5
3,35,4,37,2.8
3,35,5,36,2.1
3,35,6,37,3.8
3,35,7,37,2.9
3,35,8,37,5.5
3,35,9,36,2.3
4,35,0,36,0.8
4,35,1,36,0.9
4,35,2,36,0.6
4,35,3,37,2.8
4,35,5,36,0.9
4,35,6,36,0.5
4,35,7,36,0.4
4,35,8,36,0.7
4,35,9,36,0.8
5,35,0,37,1.5
5,35,1,36,0.6
5,35,2,36,0.5
5,35,3,36,1.9
5,35,4,36,0.9
5,35,6,36,1.0
5,35,7,36,1.0
5,35,8,37,1.4
5,35,9,36,0.6
6,35,0,36,1.2
6,35,1,36,1.0
6,35,2,36,0.7
6,35,3,36,3.5
6,35,4,36,0.4
6,35,5,36,1.1
6,35,7,36,0.7
6,35,8,36,0.7
6,35,9,36,0.6
7,35,0,36,0.7
7,35,1,36,0.5
7,35,2,36,0.4
7,35,3,37,2.9
7,35,4,36,0.4
7,35,5,36,1.0
7,35,6,36,0.7
7,35,8,36,0.8
7,35,9,36,1.0
8,35,0,36,0.8
8,35,1,36,1.4
8,35,2,36,1.0
8,35,3,37,5.3
8,35,4,36,0.6
8,35,5,37,1.4
8,35,6,36,0.7
8,35,7,36,0.8
8,35,9,36,1.1
9,35,0,37,1.6
9,35,1,36,0.8
9,35,2,36,0.5
9,35,3,36,2.4
9,35,4,36,0.8
9,35,5,36,0.5
9,35,6,36,0.7
9,35,7,36,0.9
9,35,8,36,1.2
0,36,1,37,0.9
0,36,2,37,1.1
0,36,3,39,3.6
0,36,4,37,0.9
0,36,5,38,1.5
0,36,6,37,1.3
0,36,7,37,0.7
0,36,8,37,0.7
0,36,9,38,1.7
1,36,0,37,1.0
1,36,2,37,0.4
1,36,3,38,2.7
1,36,4,37,0.8
1,36,5,37,0.5
1,36,6,38,1.1
1,36,7,37,0.5
1,36,8,37,1.4
1,36,9,37,0.9
2,36,0,37,1.2
2,36,1,37,0.5
2,36,3,38,2.3
2,36,4,37,0.4
2,36,5,37,0.5
2,36,6,37,0.7
2,36,7,37,0.6
2,36,8,37,1.0
2,36,9,37,0.6
3,36,0,39,3.8
3,36,1,38,2.8
3,36,2,38,2.5
3,36,4,38,2.8
3,36,5,37,2.1
3,36,6,38,3.8
3,36,7,38,2.9
3,36,8,38,5.5
3,36,9,37,2.3
4,36,0,37,0.8
4,36,1,37,0.9
4,36,2,37,0.6
4,36,3,38,2.8
4,36,5,37,0.9
4,36,6,37,0.5
4,36,7,37,0.4
4,36,8,37,0.7
4,36,9,37,0.8
5,36,0,38,1.5
5,36,1,37,0.6
5,36,2,37,0.5
5,36,3,37,1.9
5,36,4,37,0.9
5,36,6,37,1.0
5,36,7,37,1.0
5,36,8,38,1.4
5,36,9,37,0.6
6,36,0,37,1.2
6,36,1,37,1.0
6,36,2,37,0.7
6,36,3,37,3.5
6,36,4,37,0.4
6,36,5,37,1.1
6,36,7,37,0.7
6,36,8,37,0.7
6,36,9,37,0.6
7,36,0,37,0.7
7,36,1,37,0.5
7,36,2,37,0.4
7,36,3,38,2.9
7,36,4,37,0.4
7,36,5,37,1.0
7,36,6,37,0.7
7,36,8,37,0.8
7,36,9,37,1.0
8,36,0,37,0.8
8,36,1,37,1.4
8,36,2,37,1.0
8,36,3,38,5.3
8,36,4,37,0.6
8,36,5,38,1.4
8,36,6,37,0.7
8,36,7,37,0.8
8,36,9,37,1.1
9,36,0,38,1.6
9,36,1,37,0.8
9,36,2,37,0.5
9,36,3,37,2.4
9,36,4,37,0.8
9,36,5,37,0.5
9,36,6,37,0.7
9,36,7,37,0.9
9,36,8,37,1.2
0,37,1,38,0.9
0,37,2,38,1.1
0,37,3,40,3.6
0,37,4,38,0.9
0,37,5,39,1.5
0,37,6,38,1.3
0,37,7,38,0.7
0,37,8,38,0.7
0,37,9,39,1.7
1,37,0,38,1.0
1,37,2,38,0.4
1,37,3,39,2.7
1,37,4,38,0.8
1,37,5,38,0.5
1,37,6,39,1.1
1,37,7,38,0.5
1,37,8,38,1.4
1,37,9,38,0.9
2,37,0,38,1.2
2,37,1,38,0.5
2,37,3,39,2.3
2,37,4,38,0.4
2,37,5,38,0.5
2,37,6,38,0.7
2,37,7,38,0.6
2,37,8,38,1.0
2,37,9,38,0.6
3,37,0,40,3.8
3,37,1,39,2.8
3,37,2,39,2.5
3,37,4,39,2.8
3,37,5,38,2.1
3,37,6,39,3.8
3,37,7,39,2.9
3,37,8,39,5.5
3,37,9,38,2.3
4,37,0,38,0.8
4,37,1,38,0.9
4,37,2,38,0.6
4,37,3,39,2.8
4,37,5,38,0.9
4,37,6,38,0.5
4,37,7,38,0.4
4,37,8,38,0.7
4,37,9,38,0.8
5,37,0,39,1.5
5,37,1,38,0.6
5,37,2,38,0.5
5,37,3,38,1.9
5,37,4,38,0.9
5,37,6,38,1.0
5,37,7,38,1.0
5,37,8,39,1.4
5,37,9,38,0.6
6,37,0,38,1.2
6,37,1,38,1.0
6,37,2,38,0.7
6,37,3,38,3.5
6,37,4,38,0.4
6,37,5,38,1.1
6,37,7,38,0.7
6,37,8,38,0.7
6,37,9,38,0.6
7,37,0,38,0.7
7,37,1,38,0.5
7,37,2,38,0.4
7,37,3,39,2.9
7,37,4,38,0.4
7,37,5,38,1.0
7,37,6,38,0.7
7,37,8,38,0.8
7,37,9,38,1.0
8,37,0,38,0.8
8,37,1,38,1.4
8,37,2,38,1.0
8,37,3,39,5.3
8,37,4,38,0.6
8,37,5,39,1.4
8,37,6,38,0.7
8,37,7,38,0.8
8,37,9,38,1.1
9,37,0,39,1.6
9,37,1,38,0.8
9,37,2,38,0.5
9,37,3,38,2.4
9,37,4,38,0.8
9,37,5,38,0.5
9,37,6,38,0.7
9,37,7,38,0.9
9,37,8,38,1.2
0,38,1,39,0.9
0,38,2,39,1.1
0,38,3,41,3.6
0,38,4,39,0.9
0,38,5,40,1.5
0,38,6,39,1.3
0,38,7,39,0.7
0,38,8,39,0.7
0,38,9,40,1.7
1,38,0,39,1.0
1,38,2,39,0.4
1,38,3,40,2.7
1,38,4,39,0.8
1,38,5,39,0.5
1,38,6,40,1.1
1,38,7,39,0.5
1,38,8,39,1.4
1,38,9,39,0.9
2,38,0,39,1.2
2,38,1,39,0.5
2,38,3,40,2.3
2,38,4,39,0.4
2,38,5,39,0.5
2,38,6,39,0.7
2,38,7,39,0.6
2,38,8,39,1.0
2,38,9,39,0.6
3,38,0,41,3.8
3,38,1,40,2.8
3,38,2,40,2.5
3,38,4,40,2.8
3,38,5,39,2.1
3,38,6,40,3.8
3,38,7,40,2.9
3,38,8,40,5.5
3,38,9,39,2.3
4,38,0,39,0.8
4,38,1,39,0.9
4,38,2,39,0.6
4,38,3,40,2.8
4,38,5,39,0.9
4,38,6,39,0.5
4,38,7,39,0.4
4,38,8,39,0.7
4,38,9,39,0.8
5,38,0,40,1.5
5,38,1,39,0.6
5,38,2,39,0.5
5,38,3,39,1.9
5,38,4,39,0.9
5,38,6,39,1.0
5,38,7,39,1.0
5,38,8,40,1.4
5,38,9,39,0.6
6,38,0,39,1.2
6,38,1,39,1.0
6,38,2,39,0.7
6,38,3,39,3.5
6,38,4,39,0.4
6,38,5,39,1.1
6,38,7,39,0.7
6,38,8,39,0.7
6,38,9,39,0.6
7,38,0,39,0.7
7,38,1,39,0.5
7,38,2,39,0.4
7,38,3,40,2.9
7,38,4,39,0.4
7,38,5,39,1.0
7,38,6,39,0.7
7,38,8,39,0.8
7,38,9,39,1.0
8,38,0,39,0.8
8,38,1,39,1.4
